Before,1,2,3,4,5,6,7,9,12,13,14,15,19,30
50,0.7,0.1,0.2,0,0,0,0,0,0,0,0,0,0,0
51,0.9333333333,0.06666666667,0,0,0,0,0,0,0,0,0,0,0,0
52,0.8775510204,0.1224489796,0,0,0,0,0,0,0,0,0,0,0,0
53,0.8039215686,0.05882352941,0.05882352941,0.07843137255,0,0,0,0,0,0,0,0,0,0
54,0.9130434783,0.04347826087,0,0.04347826087,0,0,0,0,0,0,0,0,0,0
55,0.9,0.05,0,0.05,0,0,0,0,0,0,0,0,0,0
56,0.8928571429,0.07142857143,0.03571428571,0,0,0,0,0,0,0,0,0,0,0
57,0.9333333333,0.06666666667,0,0,0,0,0,0,0,0,0,0,0,0
58,0.8965517241,0.03448275862,0.06896551724,0,0,0,0,0,0,0,0,0,0,0
59,1,0,0,0,0,0,0,0,0,0,0,0,0,0
60,0.9333333333,0.06666666667,0,0,0,0,0,0,0,0,0,0,0,0
